,Unnamed: 0,album_release_date,album_type,album_name,track_explicit,track_track,track_name,track_id,playlist_id,multiple_artists,Artist_1,Artist_2,Artist_3,Artist_4,Artist_5,new_track_name,lyrics,g_full_titles,g_artists,playlist_name,g_title,title_match_score,title_pass_fail,cleaned_lyrics,yt_explicit_words,yt_explicit_count,cmu_explicit_words,cmu_explicit_count
19,19,2005-01-01,album,The Very Best Of Eddie Cochran,False,True,Somethin' Else,3Ib94mN8YF3cXZo5x1FpQL,37i9dQZF1DWSV3Tk4GO2fq,False,Eddie Cochran,,,,,Somethin' Else,"A look a-there, here she comes There comes that girl again Wanted to date her since I don't know when But she don't notice me when I pass She goes with all the guys from outa my class But that can't stop me from a-thinkin' to myself She's sure fine lookin' man, she's something else Hey, look a-there, across the street There's a car made just for me To own that car would be a luxery But right now I can't afford the gas A brand new convertible is outa my class But that can't stop me from athinkin' to myself That car's fine lookin' man, it's something else Hey, look ahere, just wait and see Worked hard and saved my dough I'll buy that car that I been wanting so Get me that girl and we'll go ridin' around We'll look real sharp with the flight top down I keep right on a-dreamin' and a-thinkin' to myself When it all comes true man, wow, that's something else Look a-there, what's all this Never thought I'd do this before But here I am a-knockin' on her door My car's out front and it's all mine Just a forty-one ford, not a fifty-nine I got that girl an' I'm a-thinkin' to myself She's sure fine lookin' man, wow, she's something else",Somethin' Else by Eddie Cochran,Eddie Cochran,1950s,Somethin' Else,100,pass,"{'fine', 'wanted', 'wait', 'look', 'date', 'would', 'since', 'buy', 'ahere', 'never', 'sure', 'wow', 'know', 'something', 'door', 'across', 'athinkin', 'guys', 'luxery', 'lookin', 'top', 'hey', 'got', 'girl', 'flight', 'front', 'mine', 'fortyone', 'cars', 'comes', 'made', 'gas', 'goes', 'car', 'dough', 'keep', 'worked', 'hard', 'ridin', 'brand', 'outa', 'go', 'adreamin', 'ford', 'street', 'class', 'real', 'get', 'around', 'man', 'stop', 'saved', 'afford', 'cannot', 'thought', 'notice', 'else', 'new', 'aknockin', 'fiftynine', 'see', 'wanting', 'pass', 'true', 'right', 'athere', 'sharp', 'convertible'}",set(),0,set(),0
20,20,1959,album,That's All,False,True,Beyond the Sea,3KzgdYUlqV6TOG7JCmx2Wg,37i9dQZF1DWSV3Tk4GO2fq,False,Bobby Darin,,,,,Beyond the Sea,"Somewhere beyond the sea Somewhere waiting for me My lover stands on golden sands And watches the ships that go sailing Somewhere beyond the sea She's there watching for me If I could fly like birds on high Then straight to her arms I'd go sailing It's far beyond the stars It's near beyond the moon I know beyond a doubt My heart will lead me there soon We'll meet beyond the shore We'll kiss just as before Happy we'll be beyond the sea And never again I'll go sailing I know beyond a doubt My heart will lead me there soon We'll meet (I know we'll meet) beyond the shore We'll kiss just as before Happy we'll be beyond the sea And never again I'll go sailing No more sailing So long sailing Bye, bye sailing...11",Beyond the Sea by Bobby Darin,Bobby Darin,1950s,Beyond the Sea,100,pass,"{'would', 'moon', 'shore', 'straight', 'never', 'birds', 'somewhere', 'high', 'know', 'meet', 'doubt', 'heart', 'watching', 'sands', 'long', 'golden', 'lead', 'stands', 'soon', 'bye', 'arms', 'sailing11', 'fly', 'like', 'watches', 'go', 'far', 'could', 'stars', 'lover', 'near', 'sailing', 'kiss', 'ships', 'beyond', 'sea', 'waiting', 'happy'}",set(),0,set(),0
21,21,2005-10-11,album,Gold,False,True,True Love Ways,7ljPNANyoIDc7sL0PWaJlu,37i9dQZF1DWSV3Tk4GO2fq,False,Buddy Holly,,,,,True Love Ways,Just you know why Why you and I Will by and by Know true love ways Sometimes we'll sigh Sometimes we'll cry And we'll know why Just you and I Know true love ways Throughout the days Our true love ways Will bring us joys to share With those who really care Sometimes we'll sigh Sometimes we'll cry And we'll know why Just you and I Know true love ways Throughout the days Our true love ways Will bring us joys to share With those who really care Sometimes we'll sigh Sometimes we'll cry And we'll know why Just you and I Know true love ways,True Love Ways by Buddy Holly,Buddy Holly,1950s,True Love Ways,100,pass,"{'sigh', 'bring', 'know', 'days', 'really', 'share', 'us', 'joys', 'care', 'love', 'sometimes', 'cry', 'true', 'ways', 'throughout'}",set(),0,set(),0
22,22,1962-01-01,album,Legends Of Rock n' Roll,False,True,I'm Walkin',07TQDFaoLBwvo6JU1nnaiU,37i9dQZF1DWSV3Tk4GO2fq,False,Fats Domino,,,,,I'm Walkin',"I'm walkin', yes indeed and I'm talkin' About you and me, I'm hopin' That you'll come back to me, yeah-yeah I'm lonely as I can be, I'm waitin' For your company, I'm hopin' That you'll come back to me What you gonna do when the well runs dry? You gonna run away and hide I'm gonna run right by your side For you pretty baby I'll even die I'm walkin', yes indeed and I'm talkin' About you and me, I'm hopin' That you'll come back to me I'm walkin', yes indeed and I'm talkin' About you and me, I'm hopin' That you'll come back to me, mm-mm I'm lonely as I can be, I'm waitin' For your company, I'm hopin' That you'll come back to me What you gonna do when the well runs dry? You're gonna sit right down and cry What you gonna do when I say bye-bye All you gonna do is dry your eye I'm walkin', yes indeed and I'm talkin' About you and me, I'm hopin' That you'll come back to me",I'm Walkin' by Fats Domino,Fats Domino,1950s,I'm Walkin',100,pass,"{'eye', 'sit', 'yes', 'yeahyeah', 'well', 'runs', 'side', 'cry', 'pretty', 'hide', 'away', 'walkin', 'going', 'come', 'indeed', 'hopin', 'dry', 'die', 'baby', 'run', 'byebye', 'talkin', 'even', 'back', 'lonely', 'company', 'say', 'waitin', 'mmmm', 'right'}",set(),0,{'die'},1
23,23,1959,album,Ritchie Valens,False,True,La Bamba - Single Version,2aEeghgUcnu75tzcolFMfs,37i9dQZF1DWSV3Tk4GO2fq,False,Ritchie Valens,,,,,La Bamba,"Para bailar La Bamba Para bailar La Bamba Se necesito una poca de gracia Una poca de gracia Para mi, para ti Y arriba, y arriba Y arriba, y arriba Por ti seré, por ti seré, por ti Yo no soy marinero Yo no soy marinero, soy capitán Soy capitán, soy capitán Bamba, bamba Bamba, bamba Bamba, bamba, bam Para bailar La Bamba Para bailar La Bamba Se necesito una poca de gracia Una poca de gracia Pa' mi, pa' ti, y arriba, y arriba Rrrr, ja-ja Para bailar La Bamba Para bailar La Bamba Se necesito una poca de gracia Una poca de gracia Pa' mi, pa' ti, y arriba, y arriba Y arriba, y arriba Por ti seré, por ti seré, por ti seré Bamba, bamba Bamba, bamba Bamba, bamba8",La Bamba by Ritchie Valens,Ritchie Valens,1950s,La Bamba,100,pass,"{'gracia', 'ti', 'marinero', 'seré', 'pa', 'arriba', 'soy', 'necesito', 'yo', 'bailar', 'jaja', 'capitán', 'bam', 'bamba', 'mi', 'poca', 'la', 'de', 'rrrr', 'se', 'para', 'por', 'una', 'bamba8'}",set(),0,set(),0
24,24,1964-08-01,album,The Very Best of The Everly Brothers,False,True,Wake up Little Susie,11fNLqDB47gMKj7BHhR2Qr,37i9dQZF1DWSV3Tk4GO2fq,False,The Everly Brothers,,,,,Wake up Little Susie,"Wake up, little Susie, wake up Wake up, little Susie, wake up  We've both been sound asleep Wake up, little Susie, and weep The movie's over It's four o'clock And we're in trouble deep  Wake up, little Susie Wake up, little Susie  Well, what are we gonna tell your mama? What are we gonna tell your pa? What are we gonna tell all our friends When they say, ""Ooh la la!""  Wake up, little Susie Wake up, little Susie  Well, I told your mama that You'd be in by ten Well, Susie, baby Looks like we goofed again Wake up, little Susie Wake up, little Susie We gotta go home  Wake up, little Susie, wake up Wake up, little Susie, wake up  The movie wasn't so hot It didn't have much of a plot We fell asleep Our goose is cooked Our reputation is shot  Wake up, little Susie Wake up, little Susie  Well, what are we gonna tell your mama? What are we gonna tell your pa? What are we gonna tell our friends When they say, ""Ooh la la!""  Wake up, little Susie Wake up, little Susie Wake up, little Susie1",Wake Up Little Susie by ​The Everly Brothers,​The Everly Brothers,1950s,Wake Up Little Susie,100,pass,"{'', 'susie1', 'looks', 'pa', 'would', 'plot', 'movie', 'friends', 'goofed', 'well', 'tell', 'little', 'wake', 'cooked', 'sound', 'much', 'ooh', 'got', 'goose', 'going', 'mama', 'trouble', 'like', 'la', 'baby', 'go', 'deep', 'hot', 'home', 'clock', 'susie', 'told', 'fell', 'ten', 'reputation', 'say', 'shot', 'four', 'asleep', 'weep', 'movies'}",set(),0,set(),0
25,25,1966,album,Sings His Favorites,False,True,Diana,2k6qpHJsrKCCyvsHv2cPqR,37i9dQZF1DWSV3Tk4GO2fq,False,Paul Anka,,,,,Diana,"I'm so young and you're so old This, my darling, I've been told I don't care just what they say 'Cause forever I will pray You and I will be as free As the birds up in the trees  Oh, please stay by me, Diana  Thrills I get when you hold me close Oh, my darling, you're the most I love you but do you love me? Oh, Diana, can't you see? I love you with all my heart And I hope we will never part  Oh, please stay with me, Diana  Oh, my darlin', oh, my lover Tell me that there is no other I love you with my heart Oh-oh, oh-oh, oh-oh-oh-oh-oh-oh-oh Only you can-a take my heart Only you can-a tear it apart When you hold me in your loving arms I can feel you givin' all your charms Hold me, darling, hold me tight Squeeze me baby with all your might  Oh, please stay with me, Diana  Oh, please, Diana Oh, please, Diana Oh, please, Diana3",Diana by Paul Anka,Paul Anka,1950s,Diana,100,pass,"{'', 'oh', 'close', 'thrills', 'never', 'forever', 'birds', 'trees', 'love', 'tell', 'charms', 'might', 'heart', 'givin', 'darlin', 'ohohohohohohoh', 'young', 'darling', 'care', 'take', 'arms', 'feel', 'squeeze', 'tear', 'part', 'old', 'baby', 'free', 'please', 'hold', 'tight', 'lover', 'get', 'ohoh', 'stay', 'diana3', 'hope', 'apart', 'loving', 'told', 'cannot', 'say', 'diana', 'see', 'pray', 'cana'}",set(),0,set(),0
26,26,2007-04-30,album,The Best Of Chuck Berry (Chunky Repackaged),False,True,Sweet Little Sixteen,1gU6T4sESXRt6RC2ufSqDf,37i9dQZF1DWSV3Tk4GO2fq,False,Chuck Berry,,,,,Sweet Little Sixteen,"They're really rockin' in Boston In Pittsburgh, PA Deep in the heart of Texas And 'round the 'Frisco Bay All over St. Louis And down in New Orleans All the cats wanna dance with Sweet Little Sixteen  Sweet Little Sixteen She's just got to have About a half a million Famed autographs Her wallet filled with pictures She gets them one by one Becomes so excited Watch her, look at her run  ""Oh Mommy, Mommy Please may I go? It's such a sight to see Somebody steal the show Oh Daddy, Daddy I beg of you Whisper to Mommy It's alright with you"" 'Cause they'll be rockin' on Bandstand In Philadelphia, PA Deep in the heart of Texas And round the 'Frisco Bay All over St. Louis Way down in New Orleans All the cats wanna dance with Sweet Little Sixteen   'Cause they'll be rockin' on Bandstand In Philadelphia, PA Deep in the heart of Texas And 'round the 'Frisco Bay All over St. Louis Way down in New Orleans All the cats wanna dance with, ooh Sweet Little Sixteen  Sweet Little Sixteen She's got the grown-up blues Tight dresses and lipstick She's sportin' high heel shoes Oh, but tomorrow morning She'll have to change her trend And be sweet sixteen And back in class again Well, they'll be rockin' in Boston Pittsburgh, PA Deep in the heart of Texas And 'round the 'Frisco Bay Way out in St. Louis Way down in New Orleans All the cats wanna dance with Sweet Little Sixteen1",Sweet Little Sixteen by Chuck Berry,Chuck Berry,1950s,Sweet Little Sixteen,100,pass,"{'', 'sight', 'look', 'pa', 'oh', 'heel', 'cats', 'well', 'morning', 'becomes', 'high', 'rockin', 'little', 'philadelphia', 'mommy', 'heart', 'dance', 'beg', 'excited', 'dresses', 'sportin', 'steal', 'filled', 'lipstick', 'sixteen', 'got', 'half', 'million', 'round', 'alright', 'ooh', 'orleans', 'one', 'blues', 'boston', 'autographs', 'way', 'pittsburgh', 'st', 'whisper', 'bay', 'really', 'want', 'louis', 'gets', 'run', 'please', 'go', 'deep', 'bandstand', 'frisco', 'tight', 'trend', 'change', 'pictures', 'famed', 'back', 'class', 'texas', 'wallet', 'grownup', 'shoes', 'daddy', 'somebody', 'new', 'sweet', 'tomorrow', 'sixteen1', 'may', 'see', 'show', 'watch'}",set(),0,set(),0
27,27,2008-10-21,album,At The Hop,False,True,At The Hop,6wcKmXUzB6SExvGbleZkeI,37i9dQZF1DWSV3Tk4GO2fq,False,Danny & The Juniors,,,,,At The Hop,"Bah-bah-bah-bah Bah-bah-bah-bah Bah-bah-bah-bah Bah-bah-bah-bah, at the hop Well, you can rock it you can roll it Do the stomp and even stroll it at the hop When the record starts spinnin' You chalypso when you chicken at the hop Do the dance sensations that are sweepin' the nation at the hop Let's go to the hop Let's go to the hop (oh baby) Let's go to the hop (oh baby) Let's go to the hop Come on, let's go to the hop Well, you can swing it you can groove it You can really start to move it at the hop Where the jockey is the smoothest And the music is the coolest at the hop All the cats and the chicks can get their kicks at the hop Let's go! Let's go to the hop Let's go to the hop (oh baby) Let's go to the hop (oh baby) Let's go to the hop Come on, let's go to the hop Let's go! Well, you can rock it you can roll it Do the stomp and even stroll it at the hop When the record starts spinnin' You chalypso when you chicken at the hop Do the dance sensations that are sweepin' the nation at the hop You can swing it you can groove it You can really start to move it at the hop Where the jockey is the smoothest And the music is the coolest at the hop All the cats and the chicks can get their kicks at the hop Let's go! Let's go to the hop Let's go to the hop (oh baby) Let's go to the hop (oh baby) Let's go to the hop Come on, let's go to the hop Bah-bah-bah-bah Bah-bah-bah-bah Bah-bah-bah-bah Bah-bah-bah-bah, at the hop!1",At The Hop by Danny And The Juniors,Danny And The Juniors,1950s,At The Hop,100,pass,"{'starts', 'sweepin', 'stomp', 'chicken', 'oh', 'coolest', 'cats', 'move', 'well', 'stroll', 'music', 'jockey', 'spinnin', 'hop', 'chalypso', 'dance', 'let', 'nation', 'come', 'swing', 'sensations', 'start', 'really', 'baby', 'rock', 'go', 'record', 'smoothest', 'even', 'us', 'groove', 'get', 'hop1', 'chicks', 'kicks', 'bahbahbahbah', 'roll'}",set(),0,set(),0
28,28,1988-03-03,album,The Best Of Fats Domino,False,True,Jambalaya (On The Bayou),1slMt4LizkO9dVcMZItJ1O,37i9dQZF1DWSV3Tk4GO2fq,False,Fats Domino,,,,,Jambalaya,"Goodbye Joe, me gotta go, me oh my oh Me gotta go, pole the pirogue down the bayou My Yvonne, the sweetest one, me oh my oh Son of a gun, we'll have big fun on the bayou Jambalaya and a craw fish pie and filet gumbo 'Cause tonight I'm gonna see my ma Cher Amio Pick guitar, fill fruit jar and be gayo Son of a gun, we'll have big fun on the bayou Thibodaux, Fontaineaux, the place is buzzin' Kinfolks come to see Yvonne by the dozen Dress in style, go hog wild and be gayo Son of a gun, we'll have big fun on the bayou Jambalaya and a craw fish pie and filet gumbo 'Cause tonight I'm gonna see my ma cher amio Pick guitar, fill fruit jar and be gayo Son of a gun, we'll have big fun on the bayou",Jambalaya by Fats Domino,Fats Domino,1950s,Jambalaya,100,pass,"{'sweetest', 'wild', 'jar', 'filet', 'gumbo', 'amio', 'oh', 'yvonne', 'place', 'pole', 'thibodaux', 'pie', 'big', 'bayou', 'craw', 'style', 'got', 'fontaineaux', 'cher', 'one', 'going', 'come', 'son', 'goodbye', 'gun', 'dozen', 'kinfolks', 'go', 'jambalaya', 'pirogue', 'buzzin', 'pick', 'fruit', 'gayo', 'fun', 'tonight', 'fill', 'see', 'joe', 'hog', 'fish', 'dress', 'guitar'}",set(),0,{'gun'},1
